Date,Market,Crop,Price,Rainfall,Temperature
2024-06-17,Nizamabad,Maize,3296.03,16.29,12.95
2024-06-18,Nizamabad,Maize,3289.52,7.9,24.78
2024-06-19,Nizamabad,Maize,3262.85,16.96,15.57
2024-06-20,Nizamabad,Maize,3290.27,13.82,29.56
2024-06-21,Nizamabad,Maize,3272.84,11.87,28.18
2024-06-22,Nizamabad,Maize,3249.7,2.91,34.76
2024-06-23,Nizamabad,Maize,3256.94,8.18,27.56
2024-06-24,Nizamabad,Maize,3243.73,1.75,25.22
2024-06-25,Nizamabad,Maize,3248.96,3.05,31.82
2024-06-26,Nizamabad,Maize,3239.56,0.95,24.95
2024-06-27,Nizamabad,Maize,3242.2,16.41,28.51
2024-06-28,Nizamabad,Maize,3251.35,1.86,34.18
2024-06-29,Nizamabad,Maize,3255.96,1.56,31.28
2024-06-30,Nizamabad,Maize,3250.47,5.09,24.17
2024-07-01,Nizamabad,Maize,3294.97,1.63,21.73
2024-07-02,Nizamabad,Maize,3309.11,7.24,25.2
2024-07-03,Nizamabad,Maize,3319.95,19.3,23.62
2024-07-04,Nizamabad,Maize,3327.28,8.24,32.91
2024-07-05,Nizamabad,Maize,3336.48,7.41,33.6
2024-07-06,Nizamabad,Maize,3351.52,16.12,31.72
2024-07-07,Nizamabad,Maize,3351.15,8.12,28.63
2024-07-08,Nizamabad,Maize,3374.18,14.02,26.18
2024-07-09,Nizamabad,Maize,3350.21,9.37,29.9
2024-07-10,Nizamabad,Maize,3347.35,6.35,18.75
2024-07-11,Nizamabad,Maize,3329.47,6.41,22.38
2024-07-12,Nizamabad,Maize,3322.24,0.04,34.85
2024-07-13,Nizamabad,Maize,3339.56,4.23,24.03
2024-07-14,Nizamabad,Maize,3314.32,12.75,13.65
2024-07-15,Nizamabad,Maize,3325.17,1.62,24.84
2024-07-16,Nizamabad,Maize,3319.99,1.81,29.27
2024-07-17,Nizamabad,Maize,3294.21,9.9,33.12
2024-07-18,Nizamabad,Maize,3282.94,2.37,19.6
2024-07-19,Nizamabad,Maize,3263.12,3.67,24.7
2024-07-20,Nizamabad,Maize,3262.33,3.72,20.25
2024-07-21,Nizamabad,Maize,3246.87,0.57,31.28
2024-07-22,Nizamabad,Maize,3260.08,11.78,18.32
2024-07-23,Nizamabad,Maize,3261.03,16.4,26.44
2024-07-24,Nizamabad,Maize,3261.69,19.09,30.27
2024-07-25,Nizamabad,Maize,3265.99,3.03,24.25
2024-07-26,Nizamabad,Maize,3237.73,7.32,27.62
2024-07-27,Nizamabad,Maize,3246.43,11.6,18.61
2024-07-28,Nizamabad,Maize,3258.86,14.58,18.94
2024-07-29,Nizamabad,Maize,3213.44,9.15,20.69
2024-07-30,Nizamabad,Maize,3193.08,3.55,25.6
2024-07-31,Nizamabad,Maize,3200.05,5.73,18.86
2024-08-01,Nizamabad,Maize,3167.75,1.99,33.23
2024-08-02,Nizamabad,Maize,3141.23,9.33,18.45
2024-08-03,Nizamabad,Maize,3113.45,3.61,29.38
2024-08-04,Nizamabad,Maize,3150.72,18.26,28.58
2024-08-05,Nizamabad,Maize,3159.02,9.53,23.17
2024-08-06,Nizamabad,Maize,3138.64,5.32,23.5
2024-08-07,Nizamabad,Maize,3103.78,2.04,33.63
2024-08-08,Nizamabad,Maize,3116.45,4.09,26.97
2024-08-09,Nizamabad,Maize,3107.69,5.75,30.4
2024-08-10,Nizamabad,Maize,3098.19,3.81,35.17
2024-08-11,Nizamabad,Maize,3090.5,17.01,25.52
2024-08-12,Nizamabad,Maize,3082.77,10.68,15.53
2024-08-13,Nizamabad,Maize,3067.12,10.54,31.72
2024-08-14,Nizamabad,Maize,3088.23,16.12,18.59
2024-08-15,Nizamabad,Maize,3091.93,19.85,16.67
2024-08-16,Nizamabad,Maize,3043.23,19.84,10.45
2024-08-17,Nizamabad,Maize,3010.53,0.17,33.17
2024-08-18,Nizamabad,Maize,3016.57,0.85,34.2
2024-08-19,Nizamabad,Maize,3024.26,16.48,20.29
2024-08-20,Nizamabad,Maize,3013.66,14.13,27.83
2024-08-21,Nizamabad,Maize,2989.49,5.9,25.61
2024-08-22,Nizamabad,Maize,3014.27,1.49,30.21
2024-08-23,Nizamabad,Maize,3029.18,12.97,15.13
2024-08-24,Nizamabad,Maize,3014.23,7.99,17.14
2024-08-25,Nizamabad,Maize,3008.25,13.49,21.53
2024-08-26,Nizamabad,Maize,3013.44,16.11,23.89
2024-08-27,Nizamabad,Maize,3007.46,1.15,25.55
2024-08-28,Nizamabad,Maize,3012.91,19.01,10.69
2024-08-29,Nizamabad,Maize,3037.42,7.48,28.77
2024-08-30,Nizamabad,Maize,3021.57,6.13,19.13
2024-08-31,Nizamabad,Maize,3031.23,19.62,13.0
2024-09-01,Nizamabad,Maize,3026.34,17.35,28.77
2024-09-02,Nizamabad,Maize,3004.33,3.7,35.25
2024-09-03,Nizamabad,Maize,2962.92,9.94,28.44
2024-09-04,Nizamabad,Maize,2963.25,8.85,26.31
2024-09-05,Nizamabad,Maize,2936.65,7.19,21.01
2024-09-06,Nizamabad,Maize,2928.63,4.73,31.21
2024-09-07,Nizamabad,Maize,2892.78,9.33,34.68
2024-09-08,Nizamabad,Maize,2913.63,2.05,25.82
2024-09-09,Nizamabad,Maize,2903.64,1.29,27.0
2024-09-10,Nizamabad,Maize,2885.83,0.53,23.8
2024-09-11,Nizamabad,Maize,2874.16,11.38,21.52
2024-09-12,Nizamabad,Maize,2888.31,9.77,33.34
2024-09-13,Nizamabad,Maize,2888.19,16.04,24.5
2024-09-14,Nizamabad,Maize,2890.68,2.83,31.04
2024-09-15,Nizamabad,Maize,2874.28,18.04,24.05
2024-09-16,Nizamabad,Maize,2878.36,19.54,16.37
2024-09-17,Nizamabad,Maize,2852.14,4.48,18.43
2024-09-18,Nizamabad,Maize,2866.06,5.38,37.18
2024-09-19,Nizamabad,Maize,2835.88,1.91,34.72
2024-09-20,Nizamabad,Maize,2842.68,1.56,19.96
2024-09-21,Nizamabad,Maize,2828.11,2.62,30.18
2024-09-22,Nizamabad,Maize,2828.71,19.56,15.61
2024-09-23,Nizamabad,Maize,2798.73,20.0,20.38
2024-09-24,Nizamabad,Maize,2798.99,1.6,29.34
2024-09-25,Nizamabad,Maize,2810.44,14.86,13.21
2024-09-26,Nizamabad,Maize,2796.08,10.09,29.77
2024-09-27,Nizamabad,Maize,2760.66,0.9,25.43
2024-09-28,Nizamabad,Maize,2760.63,7.17,35.67
2024-09-29,Nizamabad,Maize,2764.73,5.84,18.79
2024-09-30,Nizamabad,Maize,2739.32,14.74,18.2
2024-10-01,Nizamabad,Maize,2756.98,4.8,27.47
2024-10-02,Nizamabad,Maize,2766.9,2.95,29.96
2024-10-03,Nizamabad,Maize,2758.4,3.24,33.71
2024-10-04,Nizamabad,Maize,2737.49,0.12,31.98
2024-10-05,Nizamabad,Maize,2731.72,1.35,31.63
2024-10-06,Nizamabad,Maize,2757.72,1.89,19.47
2024-10-07,Nizamabad,Maize,2753.78,2.47,32.76
2024-10-08,Nizamabad,Maize,2743.23,1.1,29.0
2024-10-09,Nizamabad,Maize,2737.0,3.87,21.97
2024-10-10,Nizamabad,Maize,2733.48,3.52,31.84
2024-10-11,Nizamabad,Maize,2718.31,2.39,26.73
2024-10-12,Nizamabad,Maize,2707.16,0.83,34.76
2024-10-13,Nizamabad,Maize,2675.95,4.35,20.25
2024-10-14,Nizamabad,Maize,2692.12,2.8,30.88
2024-10-15,Nizamabad,Maize,2689.72,0.05,26.89
2024-10-16,Nizamabad,Maize,2687.2,1.88,21.7
2024-10-17,Nizamabad,Maize,2675.81,3.86,24.83
2024-10-18,Nizamabad,Maize,2666.7,1.88,26.51
2024-10-19,Nizamabad,Maize,2667.52,1.47,26.53
2024-10-20,Nizamabad,Maize,2668.25,1.35,35.33
2024-10-21,Nizamabad,Maize,2687.94,2.31,25.52
2024-10-22,Nizamabad,Maize,2709.27,0.28,33.58
2024-10-23,Nizamabad,Maize,2709.52,0.65,27.69
2024-10-24,Nizamabad,Maize,2694.13,0.4,25.26
2024-10-25,Nizamabad,Maize,2664.0,3.87,35.17
2024-10-26,Nizamabad,Maize,2639.25,4.7,20.67
2024-10-27,Nizamabad,Maize,2650.86,4.72,27.0
2024-10-28,Nizamabad,Maize,2623.43,0.99,30.81
2024-10-29,Nizamabad,Maize,2596.58,2.28,26.63
2024-10-30,Nizamabad,Maize,2614.64,4.15,21.03
2024-10-31,Nizamabad,Maize,2612.5,3.87,20.7
2024-11-01,Nizamabad,Maize,2616.21,4.66,31.97
2024-11-02,Nizamabad,Maize,2591.94,3.41,30.0
2024-11-03,Nizamabad,Maize,2595.83,4.31,21.08
2024-11-04,Nizamabad,Maize,2601.23,1.41,21.18
2024-11-05,Nizamabad,Maize,2561.69,3.36,20.77
2024-11-06,Nizamabad,Maize,2545.12,2.83,34.58
2024-11-07,Nizamabad,Maize,2575.73,4.76,23.79
2024-11-08,Nizamabad,Maize,2547.41,0.13,30.08
2024-11-09,Nizamabad,Maize,2515.42,2.39,23.58
2024-11-10,Nizamabad,Maize,2513.77,4.47,36.49
2024-11-11,Nizamabad,Maize,2535.53,2.03,25.58
2024-11-12,Nizamabad,Maize,2541.71,3.03,26.49
2024-11-13,Nizamabad,Maize,2541.83,4.21,34.12
2024-11-14,Nizamabad,Maize,2537.49,4.9,22.03
2024-11-15,Nizamabad,Maize,2585.31,4.51,25.02
2024-11-16,Nizamabad,Maize,2607.66,0.69,35.75
2024-11-17,Nizamabad,Maize,2561.14,1.58,21.19
2024-11-18,Nizamabad,Maize,2530.84,1.09,19.52
2024-11-19,Nizamabad,Maize,2516.25,3.05,34.32
2024-11-20,Nizamabad,Maize,2535.78,3.46,26.17
2024-11-21,Nizamabad,Maize,2531.48,3.47,27.47
2024-11-22,Nizamabad,Maize,2557.27,4.49,25.55
2024-11-23,Nizamabad,Maize,2544.27,0.76,23.97
2024-11-24,Nizamabad,Maize,2525.89,2.76,26.1
2024-11-25,Nizamabad,Maize,2530.86,2.41,23.95
2024-11-26,Nizamabad,Maize,2534.87,3.98,20.02
2024-11-27,Nizamabad,Maize,2519.15,3.38,24.32
2024-11-28,Nizamabad,Maize,2521.35,0.79,28.46
2024-11-29,Nizamabad,Maize,2520.32,2.69,26.07
2024-11-30,Nizamabad,Maize,2517.21,2.94,23.29
2024-12-01,Nizamabad,Maize,2517.04,0.37,25.69
2024-12-02,Nizamabad,Maize,2527.5,0.76,20.52
2024-12-03,Nizamabad,Maize,2484.58,2.91,27.18
2024-12-04,Nizamabad,Maize,2474.74,1.55,28.82
2024-12-05,Nizamabad,Maize,2473.86,3.05,18.8
2024-12-06,Nizamabad,Maize,2492.3,3.88,32.16
2024-12-07,Nizamabad,Maize,2484.76,1.58,33.65
2024-12-08,Nizamabad,Maize,2489.69,1.1,30.51
2024-12-09,Nizamabad,Maize,2475.07,1.35,36.47
2024-12-10,Nizamabad,Maize,2502.57,3.99,24.95
2024-12-11,Nizamabad,Maize,2468.74,2.47,27.01
2024-12-12,Nizamabad,Maize,2482.23,1.04,24.5
2024-12-13,Nizamabad,Maize,2481.71,1.74,30.82
2024-12-14,Nizamabad,Maize,2499.89,1.67,27.37
2024-12-15,Nizamabad,Maize,2497.26,3.67,22.49
2024-12-16,Nizamabad,Maize,2513.57,4.95,17.96
2024-12-17,Nizamabad,Maize,2513.09,4.73,22.05
2024-12-18,Nizamabad,Maize,2481.83,3.73,21.39
2024-12-19,Nizamabad,Maize,2474.87,0.09,36.41
2024-12-20,Nizamabad,Maize,2491.78,0.57,33.9
2024-12-21,Nizamabad,Maize,2494.53,4.89,33.31
2024-12-22,Nizamabad,Maize,2495.52,2.16,30.12
2024-12-23,Nizamabad,Maize,2497.31,4.27,27.42
2024-12-24,Nizamabad,Maize,2503.05,0.1,28.49
2024-12-25,Nizamabad,Maize,2533.61,2.17,36.53
2024-12-26,Nizamabad,Maize,2543.7,1.87,23.97
2024-12-27,Nizamabad,Maize,2515.31,4.04,24.18
2024-12-28,Nizamabad,Maize,2522.11,0.38,30.53
2024-12-29,Nizamabad,Maize,2522.61,1.86,36.22
2024-12-30,Nizamabad,Maize,2544.75,1.39,22.11
2024-12-31,Nizamabad,Maize,2536.66,1.49,37.37
2025-01-01,Nizamabad,Maize,2564.87,2.44,19.07
2025-01-02,Nizamabad,Maize,2575.09,0.13,25.84
2025-01-03,Nizamabad,Maize,2536.85,4.02,20.25
2025-01-04,Nizamabad,Maize,2532.68,2.93,33.72
2025-01-05,Nizamabad,Maize,2535.06,1.81,19.13
2025-01-06,Nizamabad,Maize,2524.87,2.49,25.91
2025-01-07,Nizamabad,Maize,2533.19,4.13,28.61
2025-01-08,Nizamabad,Maize,2538.63,0.2,36.87
2025-01-09,Nizamabad,Maize,2547.68,3.3,31.35
2025-01-10,Nizamabad,Maize,2556.84,1.75,30.51
2025-01-11,Nizamabad,Maize,2524.83,4.5,28.35
2025-01-12,Nizamabad,Maize,2529.43,0.95,27.85
2025-01-13,Nizamabad,Maize,2531.59,1.02,24.71
2025-01-14,Nizamabad,Maize,2553.04,3.62,30.52
2025-01-15,Nizamabad,Maize,2556.68,2.55,20.62
2025-01-16,Nizamabad,Maize,2569.07,4.81,35.31
2025-01-17,Nizamabad,Maize,2561.59,3.57,37.35
2025-01-18,Nizamabad,Maize,2592.68,2.0,22.57
2025-01-19,Nizamabad,Maize,2582.11,0.61,38.39
2025-01-20,Nizamabad,Maize,2587.31,3.68,31.16
2025-01-21,Nizamabad,Maize,2570.36,1.04,36.19
2025-01-22,Nizamabad,Maize,2552.44,2.07,33.63
2025-01-23,Nizamabad,Maize,2572.68,3.25,21.88
2025-01-24,Nizamabad,Maize,2589.06,2.6,25.94
2025-01-25,Nizamabad,Maize,2568.12,1.33,28.4
2025-01-26,Nizamabad,Maize,2534.28,4.83,34.8
2025-01-27,Nizamabad,Maize,2568.98,3.37,35.96
2025-01-28,Nizamabad,Maize,2559.16,3.59,37.81
2025-01-29,Nizamabad,Maize,2562.78,1.95,35.65
2025-01-30,Nizamabad,Maize,2579.0,3.94,32.85
2025-01-31,Nizamabad,Maize,2584.6,0.02,24.7
2025-02-01,Nizamabad,Maize,2584.23,2.01,37.3
2025-02-02,Nizamabad,Maize,2567.91,2.85,34.46
2025-02-03,Nizamabad,Maize,2567.14,3.85,29.21
2025-02-04,Nizamabad,Maize,2548.76,1.53,33.21
2025-02-05,Nizamabad,Maize,2538.06,2.91,32.11
2025-02-06,Nizamabad,Maize,2530.27,0.26,22.16
2025-02-07,Nizamabad,Maize,2515.66,4.44,21.85
2025-02-08,Nizamabad,Maize,2541.13,4.51,22.65
2025-02-09,Nizamabad,Maize,2529.49,2.62,32.57
2025-02-10,Nizamabad,Maize,2544.75,4.47,31.55
2025-02-11,Nizamabad,Maize,2529.27,0.14,31.0
2025-02-12,Nizamabad,Maize,2542.12,2.82,22.95
2025-02-13,Nizamabad,Maize,2525.1,3.37,20.49
2025-02-14,Nizamabad,Maize,2483.04,1.13,25.85
2025-02-15,Nizamabad,Maize,2472.97,0.2,32.03
2025-02-16,Nizamabad,Maize,2459.19,3.95,32.75
2025-02-17,Nizamabad,Maize,2483.55,3.74,27.91
2025-02-18,Nizamabad,Maize,2473.69,0.65,27.7
2025-02-19,Nizamabad,Maize,2446.35,3.32,35.11
2025-02-20,Nizamabad,Maize,2433.89,4.91,30.18
2025-02-21,Nizamabad,Maize,2445.56,3.26,33.07
2025-02-22,Nizamabad,Maize,2465.18,4.5,29.41
2025-02-23,Nizamabad,Maize,2420.82,0.01,22.05
2025-02-24,Nizamabad,Maize,2410.98,4.65,35.8
2025-02-25,Nizamabad,Maize,2389.48,4.59,29.23
2025-02-26,Nizamabad,Maize,2379.21,2.78,29.45
2025-02-27,Nizamabad,Maize,2361.48,4.53,20.68
2025-02-28,Nizamabad,Maize,2352.9,0.36,35.97
2025-03-01,Nizamabad,Maize,2349.48,1.51,29.88
2025-03-02,Nizamabad,Maize,2339.76,4.39,35.99
2025-03-03,Nizamabad,Maize,2335.94,1.01,24.94
2025-03-04,Nizamabad,Maize,2322.82,3.09,19.19
2025-03-05,Nizamabad,Maize,2325.96,1.39,32.06
2025-03-06,Nizamabad,Maize,2324.36,1.14,27.73
2025-03-07,Nizamabad,Maize,2323.33,0.67,25.83
2025-03-08,Nizamabad,Maize,2297.12,1.73,32.77
2025-03-09,Nizamabad,Maize,2318.55,4.11,27.84
2025-03-10,Nizamabad,Maize,2272.75,4.04,36.8
2025-03-11,Nizamabad,Maize,2315.47,0.46,27.59
2025-03-12,Nizamabad,Maize,2348.92,2.47,29.41
2025-03-13,Nizamabad,Maize,2368.33,2.98,35.62
2025-03-14,Nizamabad,Maize,2385.77,3.81,31.88
2025-03-15,Nizamabad,Maize,2372.05,0.07,28.71
2025-03-16,Nizamabad,Maize,2376.23,4.38,30.71
2025-03-17,Nizamabad,Maize,2396.58,0.75,23.66
2025-03-18,Nizamabad,Maize,2407.44,1.37,38.77
2025-03-19,Nizamabad,Maize,2434.31,1.79,21.33
2025-03-20,Nizamabad,Maize,2456.14,1.17,31.53
2025-03-21,Nizamabad,Maize,2486.62,1.94,27.17
2025-03-22,Nizamabad,Maize,2488.01,1.41,25.76
2025-03-23,Nizamabad,Maize,2533.92,2.79,25.84
2025-03-24,Nizamabad,Maize,2603.43,3.41,33.76
2025-03-25,Nizamabad,Maize,2622.66,1.25,22.77
2025-03-26,Nizamabad,Maize,2655.66,2.37,34.63
2025-03-27,Nizamabad,Maize,2674.0,3.73,33.24
2025-03-28,Nizamabad,Maize,2692.33,4.35,30.16
2025-03-29,Nizamabad,Maize,2713.7,0.85,25.77
2025-03-30,Nizamabad,Maize,2713.17,2.66,33.24
2025-03-31,Nizamabad,Maize,2719.41,2.19,29.69
2025-04-01,Nizamabad,Maize,2722.05,2.34,33.56
2025-04-02,Nizamabad,Maize,2735.3,0.1,29.56
2025-04-03,Nizamabad,Maize,2731.64,4.27,19.34
2025-04-04,Nizamabad,Maize,2765.75,0.9,28.76
2025-04-05,Nizamabad,Maize,2783.94,3.76,20.83
2025-04-06,Nizamabad,Maize,2770.16,1.5,36.37
2025-04-07,Nizamabad,Maize,2790.16,4.97,25.94
2025-04-08,Nizamabad,Maize,2784.72,4.37,34.51
2025-04-09,Nizamabad,Maize,2773.97,3.35,19.55
2025-04-10,Nizamabad,Maize,2792.1,3.17,23.97
2025-04-11,Nizamabad,Maize,2831.86,1.9,24.69
2025-04-12,Nizamabad,Maize,2849.3,2.2,32.62
2025-04-13,Nizamabad,Maize,2867.22,4.67,20.54
2025-04-14,Nizamabad,Maize,2898.09,3.73,32.58
2025-04-15,Nizamabad,Maize,2870.25,4.11,34.37
2025-04-16,Nizamabad,Maize,2857.75,3.43,28.09
2025-04-17,Nizamabad,Maize,2867.83,3.35,25.64
2025-04-18,Nizamabad,Maize,2854.22,1.88,32.02
2025-04-19,Nizamabad,Maize,2876.48,2.6,29.81
2025-04-20,Nizamabad,Maize,2883.09,0.58,33.17
2025-04-21,Nizamabad,Maize,2907.15,0.98,35.73
2025-04-22,Nizamabad,Maize,2914.93,4.6,33.03
2025-04-23,Nizamabad,Maize,2934.5,3.63,31.43
2025-04-24,Nizamabad,Maize,2922.48,1.27,22.31
2025-04-25,Nizamabad,Maize,2942.82,2.36,25.5
2025-04-26,Nizamabad,Maize,2978.49,0.11,22.52
2025-04-27,Nizamabad,Maize,2939.52,1.31,39.17
2025-04-28,Nizamabad,Maize,2962.99,2.62,20.68
2025-04-29,Nizamabad,Maize,2988.92,4.95,33.06
2025-04-30,Nizamabad,Maize,3008.53,4.05,34.5
2025-05-01,Nizamabad,Maize,3011.23,0.09,25.61
2025-05-02,Nizamabad,Maize,3008.2,4.79,22.18
2025-05-03,Nizamabad,Maize,3014.83,3.96,30.07
2025-05-04,Nizamabad,Maize,3009.78,1.99,30.75
2025-05-05,Nizamabad,Maize,3019.42,1.28,29.3
2025-05-06,Nizamabad,Maize,3031.7,2.85,29.16
2025-05-07,Nizamabad,Maize,3043.65,2.56,22.51
2025-05-08,Nizamabad,Maize,3090.37,2.45,30.32
2025-05-09,Nizamabad,Maize,3072.53,0.25,39.28
2025-05-10,Nizamabad,Maize,3083.0,3.87,23.9
2025-05-11,Nizamabad,Maize,3098.7,2.56,24.26
2025-05-12,Nizamabad,Maize,3132.55,1.88,23.61
2025-05-13,Nizamabad,Maize,3138.18,3.37,27.71
2025-05-14,Nizamabad,Maize,3165.77,3.2,30.19
2025-05-15,Nizamabad,Maize,3159.83,1.46,28.8
2025-05-16,Nizamabad,Maize,3181.26,2.55,38.56
2025-05-17,Nizamabad,Maize,3221.91,0.78,20.36
2025-05-18,Nizamabad,Maize,3204.43,3.21,30.87
2025-05-19,Nizamabad,Maize,3199.31,1.9,37.85
2025-05-20,Nizamabad,Maize,3227.5,3.03,37.18
2025-05-21,Nizamabad,Maize,3198.09,1.66,33.82
2025-05-22,Nizamabad,Maize,3175.43,4.95,26.45
2025-05-23,Nizamabad,Maize,3163.02,4.54,37.16
2025-05-24,Nizamabad,Maize,3190.76,2.26,23.82
2025-05-25,Nizamabad,Maize,3181.2,1.72,19.47
2025-05-26,Nizamabad,Maize,3193.55,1.78,37.59
2025-05-27,Nizamabad,Maize,3183.03,0.07,28.39
2025-05-28,Nizamabad,Maize,3190.23,2.57,30.31
2025-05-29,Nizamabad,Maize,3190.85,3.37,23.83
2025-05-30,Nizamabad,Maize,3189.4,4.96,17.75
2025-05-31,Nizamabad,Maize,3199.11,4.41,26.89
2025-06-01,Nizamabad,Maize,3192.89,13.59,13.85
2025-06-02,Nizamabad,Maize,3245.69,4.84,28.78
2025-06-03,Nizamabad,Maize,3228.52,4.33,23.97
2025-06-04,Nizamabad,Maize,3204.63,16.23,23.87
2025-06-05,Nizamabad,Maize,3227.89,16.22,24.41
2025-06-06,Nizamabad,Maize,3253.11,14.98,12.73
2025-06-07,Nizamabad,Maize,3240.97,17.87,25.95
2025-06-08,Nizamabad,Maize,3233.44,6.38,20.39
2025-06-09,Nizamabad,Maize,3229.39,7.77,25.44
2025-06-10,Nizamabad,Maize,3221.8,7.65,25.52
2025-06-11,Nizamabad,Maize,3246.85,2.87,38.45
2025-06-12,Nizamabad,Maize,3227.24,4.18,29.93
2025-06-13,Nizamabad,Maize,3230.05,5.06,26.97
2025-06-14,Nizamabad,Maize,3239.47,15.58,28.13
2025-06-15,Nizamabad,Maize,3244.18,5.57,19.96
2025-06-16,Nizamabad,Maize,3211.69,5.53,30.17
2025-06-17,Nizamabad,Maize,3227.61,14.16,32.16
2025-06-18,Nizamabad,Maize,3220.49,17.66,25.93
2025-06-19,Nizamabad,Maize,3199.61,18.89,29.61
2025-06-20,Nizamabad,Maize,3187.24,13.49,14.15
2025-06-21,Nizamabad,Maize,3178.67,5.54,30.23
2025-06-22,Nizamabad,Maize,3168.66,11.53,32.23
2025-06-23,Nizamabad,Maize,3180.55,7.13,35.35
2025-06-24,Nizamabad,Maize,3173.29,9.72,34.21
2025-06-25,Nizamabad,Maize,3190.62,17.75,16.86
2025-06-26,Nizamabad,Maize,3217.13,19.31,20.61
2025-06-27,Nizamabad,Maize,3243.16,2.44,25.74
2025-06-28,Nizamabad,Maize,3242.22,13.27,30.73
2025-06-29,Nizamabad,Maize,3223.37,3.74,27.24
2025-06-30,Nizamabad,Maize,3245.45,5.63,21.28
2025-07-01,Nizamabad,Maize,3240.47,11.89,25.07
2025-07-02,Nizamabad,Maize,3240.42,13.78,30.94
2025-07-03,Nizamabad,Maize,3263.95,4.89,25.05
2025-07-04,Nizamabad,Maize,3240.91,8.82,32.28
2025-07-05,Nizamabad,Maize,3243.6,5.21,34.67
2025-07-06,Nizamabad,Maize,3236.13,0.3,32.71
2025-07-07,Nizamabad,Maize,3219.46,12.77,13.63
2025-07-08,Nizamabad,Maize,3233.45,5.96,32.11
2025-07-09,Nizamabad,Maize,3225.46,19.47,28.79
2025-07-10,Nizamabad,Maize,3222.91,10.72,28.82
2025-07-11,Nizamabad,Maize,3234.29,3.0,38.29
2025-07-12,Nizamabad,Maize,3214.58,9.94,18.63
2025-07-13,Nizamabad,Maize,3222.2,3.94,36.39
2025-07-14,Nizamabad,Maize,3184.47,15.27,22.44
2025-07-15,Nizamabad,Maize,3206.88,15.37,23.39
2025-07-16,Nizamabad,Maize,3183.43,6.25,32.43
2025-07-17,Nizamabad,Maize,3150.2,17.0,28.73
2025-07-18,Nizamabad,Maize,3152.59,18.06,20.57
2025-07-19,Nizamabad,Maize,3148.95,7.72,27.13
2025-07-20,Nizamabad,Maize,3143.75,1.89,23.36
2025-07-21,Nizamabad,Maize,3130.53,14.16,24.08
2025-07-22,Nizamabad,Maize,3112.39,1.45,27.3
2025-07-23,Nizamabad,Maize,3096.82,17.06,24.05
2025-07-24,Nizamabad,Maize,3106.73,4.07,25.47
2025-07-25,Nizamabad,Maize,3068.09,12.87,15.03
2025-07-26,Nizamabad,Maize,3040.24,15.06,30.16
2025-07-27,Nizamabad,Maize,3022.38,17.43,16.46
2025-07-28,Nizamabad,Maize,3031.45,2.56,36.26
2025-07-29,Nizamabad,Maize,3025.83,14.63,32.53
2025-07-30,Nizamabad,Maize,3003.25,15.6,31.78
2025-07-31,Nizamabad,Maize,3014.22,7.79,16.27
2025-08-01,Nizamabad,Maize,3003.4,8.53,21.34
2025-08-02,Nizamabad,Maize,3008.48,5.27,26.81
2025-08-03,Nizamabad,Maize,2972.31,19.71,11.64
2025-08-04,Nizamabad,Maize,2939.83,10.74,17.57
2025-08-05,Nizamabad,Maize,2916.91,15.11,24.52
2025-08-06,Nizamabad,Maize,2910.36,12.06,25.6
2025-08-07,Nizamabad,Maize,2900.09,11.84,15.1
2025-08-08,Nizamabad,Maize,2903.94,15.47,19.53
2025-08-09,Nizamabad,Maize,2864.49,8.48,19.14
2025-08-10,Nizamabad,Maize,2863.63,19.89,17.39
2025-08-11,Nizamabad,Maize,2851.83,8.31,23.94
2025-08-12,Nizamabad,Maize,2823.18,10.97,17.57
2025-08-13,Nizamabad,Maize,2836.1,11.56,19.26
2025-08-14,Nizamabad,Maize,2842.35,4.31,30.0
2025-08-15,Nizamabad,Maize,2848.46,7.27,18.25
2025-08-16,Nizamabad,Maize,2828.57,9.86,26.53
2025-08-17,Nizamabad,Maize,2838.28,15.56,20.56
2025-08-18,Nizamabad,Maize,2842.41,11.3,22.21
2025-08-19,Nizamabad,Maize,2819.82,14.24,20.37
2025-08-20,Nizamabad,Maize,2791.77,11.34,28.7
2025-08-21,Nizamabad,Maize,2779.88,13.8,20.08
2025-08-22,Nizamabad,Maize,2775.45,19.37,13.97
2025-08-23,Nizamabad,Maize,2758.85,1.93,37.87
2025-08-24,Nizamabad,Maize,2751.79,11.33,21.35
2025-08-25,Nizamabad,Maize,2732.59,5.82,25.93
2025-08-26,Nizamabad,Maize,2713.14,11.09,15.55
2025-08-27,Nizamabad,Maize,2715.13,7.73,35.09
2025-08-28,Nizamabad,Maize,2749.96,12.09,15.51
2025-08-29,Nizamabad,Maize,2743.08,2.51,26.88
2025-08-30,Nizamabad,Maize,2729.13,12.03,17.2
2025-08-31,Nizamabad,Maize,2731.44,16.57,27.08
2025-09-01,Nizamabad,Maize,2707.28,4.66,19.44
2025-09-02,Nizamabad,Maize,2700.5,1.84,27.53
2025-09-03,Nizamabad,Maize,2693.45,0.51,35.57
2025-09-04,Nizamabad,Maize,2657.22,4.52,25.7
2025-09-05,Nizamabad,Maize,2654.75,0.08,28.37
2025-09-06,Nizamabad,Maize,2668.65,15.63,19.1
2025-09-07,Nizamabad,Maize,2629.31,6.0,34.31
2025-09-08,Nizamabad,Maize,2638.42,18.24,23.36
2025-09-09,Nizamabad,Maize,2611.07,7.15,19.6
